stemmed_review,label
aplikasi mahal kota cikampekkalo mau saing dgn aplikasi tidak tinggal customeradakan layan hemat dong kayak 2bulan belakang sekarang tarif 15rb ta driver kata cuma dapet 8rb,1
bye grab aplikasi paling berat gunain buat guna hp 4gb ram pakai sgala video iklan lah sgala macem lah masukin bukan nya makin ringan malah makin berat aja tu aplikasi gimana tidak kabur gojek shoppe bye bye,1
driver grabcar dekat tiba tiba batal sistem grab grab tidak rela kalau langgan pakai promo driver jarak dekat,1
makin kesini makin jelek driver suka telat nya dateng jam 605 tp jalan anak sekolah bikin telat muluu belagu banget ujan dikit sepi banget gada ambil kalo kaya gitu mah skrg pindah grab maxxim,1
driver sama customer gps nya tidak sama kapan sih sinkron nya tuh gps,1
lama pakai apk sering beli lewat sini gojek pelit banget buat ngasih promovoucher,1
bagus banyak driver ramahh temuii sini semogaa kedepannyaa selaluu banyak driver ramah tidak salah atur maxim langgan guna maxim lama,1
sangat kecewa aplikasi gojek aplikasi nya alami error mes gocar memang sedang macet aplikasi awal tulis nya 3 menit tiba tiba ubah jadi 10 menit nyata cek gocar nya sampe tuju,0
maaf jd bintang 3 awal bantu karna promo tp driver tidak mau ambil dgn dalih jauh titik tidak sesuai dgn bayar kecewa banget sih sm grab,1
banyak promo ngertiin cs sekaratsemoga promo tidak buat driver jadi beban sengsarasemoga cs ngertiin driver yajangan lupa uang tip ka driver gojek,1
upgrade jadi lot susah buka belum lancar2 baik sy kasih bintang 1 dulu kalau lancar baru tambah,1
bagusminta lebih banyak promo mobil sepeda motor nikmat jalan hemat nyaman terima kasih,1
kasi driver nya terlalu murah potong terlalu besar customer rasa iba nasib driver,1
bagus layan nyabisa selalu andal kalo pergi kota bingung jalan tinggal pakai gojek,1
complain suda dtngani tuti ttng driver nakal mohondtindak disuspend mlarikan uang tmn skerja ny,1
lama pakai gojek pakai gojek harga murah ko sayang baik kalau hujan gocar tetap terus kecantol kalau pakai goride oke bangett karna lebih praktis cepet bngt gtu nyantol customer mana driver baik ramah semua,1
sen gocar dapet harga 17k dri apl nya kan lumayan tp malah dri driver tolak trusharus driver jgan milih lah sini dapet harga promo kan dri apl bukan minta gojek masuk trims,1
sampah banyak diskon banyak promo paling rugi jelas mitra driver aplikator paling untung,1
sumpah maps gajelas banget driver liat tidak jalan padahal jalan kasi kalo tbtb dicancel salah paham baik,1
kalau hujan banyak driver dekat lama banget nyantol nya iyasih tau kalau hujan please padahal pakai harga atas cari cepat tetp tidak gercep,1
buat go jek akun driver nya per gacor dong semenjak aceng susah akun regular anyep parah,1
sen gocar dapet status cari driver tidak bisagak tau cara batal riwayat chat tiba tiba hilang paksa pakai goride,1
anak sy sakit trus jemput sama ibu supir beliau mau cari anak sy susah hubungima ksh ibu supir sdh mau cari anak sy sedang skt supirx bagus pelayananx,1
makin jelas semua kembang aplikasi sama driver terlalu lama nunggu malah jauh malah banyak driver minta cancel,1
ken tak viralin sekali grab car dapet promo 10 ribu slalu perlakuin tidak baik cust ac lampu gada nyalain gila,1
suka pakai gojek dripda sbelahsupir suka cancelim alas takut gelap la la lagojek driverny cepat2,1
kecewa sama driver padahal tera harga lokasi tuju cuma 350 driver malah pilih jalan lebih jauh tuju harga naikin jadi 420,0
driver arogan sebener langgan setia gojek ketemubdriver arogan padahal salah aku kena pukul uninstal aja ganti grab maxim aja,1
driver maxim atas nama anggi suryadi putra cilegon baik banget sopan santun pokok nyaman banget driver anggi suryadi putra,1
gocar lebih baik tiada aja banyak driver pilih2 harga mana customer atur tidak kasih tips lebih parah si,1
driver mobil banyak nolak padahal cm jarak 3 km tuju nya ngga mau pd mundur aneh min,1
yah sya pesan driver driver alya chatan tunggu tetiba telpon driver sigra nopol sama chat sya driver alya hilang obrol aneh,1
dong periksa semua driver nya daerah jambi kalo malam banyak upping price sampe 2 kali lipat bukan nya tidak mampu masa sampe segitu nya,0
driver b2260koe banyak ngeluh kalo tidak pu jiwa layan tidak usah ambil job minta tambah terang2an tumpang suruh keluar tengah jalan sakit driver,1
aplikasi gocar nya kurang bagus selalu cencal terus alesan jarak terlalu jauh harga terlalu murah macet lah bla bla bla bla,1
sangat susah guna apk tunggu berjamjam tidak terima sombong sekali driver nya semua susah payah sekali tidak beres tidak jelas,1
aneh banget driver minta cancel berkalikali lah jadi rugi kena biaya tunggak kocak,1
mas mba nya bagi operator aplikasi gojek minta kalau cari driver cepet karna kalau pesan gojek pas buru buru biasa lama baik,1
kecewa banget sama gojek sekarang sering banget bug trs susah banget dapet pengemuditrs sering dpt gojek bilang dh jalan padahal skrng tidak mau pakai padahal sering make buat sekolah semenjak sering bgitu tidak dlu,1
oknum driver beri erti sedia jasa utama nyaman langgan misal bawa kendara tidak ugal ugalan ramah kondisi mental tidak baik2 lebih baik istirahat saing jasa transportasi banyak,1
sen grab car supir nya lempar2 terus maksud gimana inibikin kerja telattolong dong kerjasama nya kalau tidak niat kerja gausah kerja bikin orang telat aja,1
grab susah banget buka padahal sinyal handphone aman aman ajasaya cek buat aplikasi sosmed sama browser lancartapi pas buka aplikasi grab malah tidak olah sinyal nya tidak adabagaimana pihak grab mohon jelas,0
aplikasi chat map tidak update nya sama sekali rugi pihak driver konsumen,1
aplikasi lu terlalu beratgolek mb nya sama menginstal buka aplikasi nya tidak lebay lot kaya grabparah nih aplikasi bukan nya kembang biar lancar semua hp entengini malah bikin susah customer,1
kalau misal gocar gabisa tuh jangan terima cobaudah nunggu hampir jam gocar diem aja tidak gerakudah beberapa kali sen terima tidak gerak gerak aneh,0
alhamdulillah bagus ramah sempat dapat driver tdk sabar pmarah tampak angkuh sekali ingat bekas sekarang,1
sorry to say debat kendara karna tidak pu attitude cara bohong langgan sering kasih uang lebih minta bayar aplikasi kata kemudi jauh beda,1
layan cs kurang baikdan tidak sopan baik tutup aja aplikasi inidi tambah driver nya sombong sombong,1
gojek kalau mau driver ngebahagian keluarga jangan cuma suruh customer kasih tips dong jangan gede gede potong pantes banyak driver minta bayar offline,1
kasi bintang 1 karna tiba tiba akun kena blokir padahal ajuin banding kata karna sering laku batal padahal baru bikin akun gojek baru,1
grab tuh banyak diskon keren cma driver aja kalau pke diskon pergi kurang bikin nyaman gilir kemablian nya kasih aja ubah raut wajah wkwk,1
makan tuh bijak buat driver pakai sistem slot guna bayar mahal tp driver cuma dpt ongkos 5rb aja ntar lama lama geruduk driver nasional aplikasi jajah driver,0
mitra mu banyak jd emis online tarif 5rb jd banyak tinggal langgan mu krna rasa risih minta minta alias kasihan,0
gocar sering tidak respon tidak jalan nunggu lama akhir nya cancel cari malah ambil jauh banget,1
kondisi hujan reda pakai comfort langgan prioritas biar cpet dpet driver 10 menit malah tidak dapet sama sekali sekali dapet posisi jauh bener kena cancel sama driver,0
aplikasi gojek tolol gua zoomin peta malah balik zoom out gitu aja terus bikin darah orang naik aja gitu notif promo tidak aja dibanyakin tiap hari,0
gojek makin rakus driver potong tidak manusiawi langgan bayar mahal d terima driver kecil,1
pakek gojek hampir 6 taun baru kali kecewa gausah kasih promo aja soal driver banyak tidak enak kalo pakek promo,1
kalau driver sering cancel kasih ingat sumpah tiap pagi selalu gitu batalin terus alas jauh lah lah lah padhal pakai prioritas bukan hemat kadang nakal minta duit parkir padhal tidak,1
apa nih gilir mepet banget buat pergi malah driver sama sekali kali hire kemudi rajin aja lah nglawak minta dibatalin mulu,1
kalau macet hujan driver suka mengcancel kalau tidak niat cari nafkah lebih baik mati aplikasi,1
pesan grap mobil stiker maxim datang minta bayar offline alas jam sepi balik tidak tumpang tidak jadi pakai grab,0
sistem rating jangan bikin driver suspend pak skarang bnyak langgan kurangajar padahal layan baik driver cari solusi lebih baik nyaman sama,1
driver grab rasa tidak puas map aplikasi buka kasih solusi kerja justru bikin stres driver maps selalu muter tidak jelas,1
driver nya pilih pilih hem padahal kejar waktu please lah jangan mandang deket jauh nya,1
aplikasi grab driver tidak instal hp realme c11 2021 terang perangkat tidak kompatibel hp,0
pakai aplikasi gojek 5 taun lalu selalu jd andal waktu maak nyos,1
gojek emang ngebantu banget situasi gaada temen buat nganteruntung nya apk nih mantul banget suka kasih diskon makasih banget pokok hhe,1
makin kesini bijak buat castamer kaya bijak buat driver selalu sulit tiap masalah,1
daerah malang grab jam 0530 wib sen grabcar utk ibu lahir susah sekali pdahal darurat utk pergi rs,1
grab car error aplikasi nya bayar tunai tidak bsa2 maupun pakai superbank akun tidak guna sama sekali beberapa hari pusat bantu adu tidak solusi tanggap apa,0
pay later blokir bulan dersember padahal bayar lancar bahkan bayar lancar bulan depan mau isi token listrik nih gimana malem nih hadeh,0
suka pakai gojek aplikasi mudah erti bs beli apa aja gojeksukses trus u gojek,1
bisa kalian beri edukasi driver sampah kalian kendara benar bagaimana ada tengah cepat 60km tiba henti ambil kiri sen,1
download susah banget apk gojek padahal bantu ringan masyarakat karna tidak kendara terus guna jasa layananan online gojek baik punyak aplikasi gojek,1
males sama gojek selalu ngasih promo driver selalu tidak pu kembali masalah sering jadi,1
mantaps n harga lebih murah supir ramah mau angkut tumpang tidak belah 3 kali cancel,1
kecewa aplikasi gojek pesan gocar posisi driver gocar nya terlalu jauh dong pebaruhin aplikasi nya,1
sistem hemat grab car hilangkankarna driver kalau tumpang pesan hematac tidak mau hidup layan jelek sekali aja tidak ad opsi hemat nya,1
akhir bulan januari dpt ongkir 5rb biasa 10rb driver lancar applikasi lancar mantap andal,1
cara nilai sopir bingung tidak tulis pemberitahuan menu mana nilai sopir aplikasi bingung tidak scroll bawah padahal bagi kotak isi promo potong tidak scroll,1
driver sombong mentang mentang pakai grabcar hemat tidak mau terima padahal jebak hujan,1
titik jalan lot map nya jd sulit lihat lokasi supir padahal update versi baru msh lot aplikasi baik,0
daftar malah baca tindak tidak wajar mesan aneh bin ajaib aplikasi sangat susah cari driver coba guna gojek max,0
adu trf qriss akun tidak buat trf qriss kata akun nonaktif chat gojek tidak solusi gimana cara biar aktif padahal akun tidak pernah buat macam2 akun lama buat,0
baik update data driver lalu satgas wilayah tasikmalaya ciamis temu tidak sesuai plat nomor kendara driver terima kasih,1
kalau sen gocar selalu cancelx ud dlm jalan cancel sama driver mau pakai hemat tidak sama aja apa karna ongkos murahparaah,1
d update ngapa susah d buka si padahal sinyal normal terus slot sama aceng resah hapus program nya enggak enak kalo sen driver nya padahal bayar full driver nya malah goceng,0
tolong driver maxim kalau makan apa matiin aja aplikasi kaya gin sdh nunggu diver tau makan kan kaya gin buat telat kerja,1
dong bukak kan aplikasi go patner biar biasa terima kasih salam gojek,0
jadi spg maxim ngasih kode voucher pku1 mayan waktu guna malah driver tidak terima dih tidak mending pindah aja deh pakai aplikasi gojek aplikasi maksim tipu,1
gojek sangat mudah transportasi sering pakai transaksi apa gojek mulai bayar tagih transportasi bayar lain mudah cepat,1
alhamdulillah bantu banget sm grab car dpt pramudi baik bantu jalan paham banget lokasinyathanks pak pramudisehat selalu,1
smua psaing mu tidak perna naikin tarif pas hari penting cntoh hari raya hari besar ca elu doang jek tidak waras mntang2 hari besar tarif naik enak jidat kira cust lo tu orang bduit smua apa gmn b1 utk apk ampas,1
banyak driver alas gaada kembali sangat rugi customer khusus mahasiswa wisatawan baik edukasi driver nya beri pelanggaranfitur lapor driver laku tindak,1
trimakasih buat driver ramah baik lgi tambah lgi biaya nya murah apk gojek neng banget sumpah,1
login verifikasi muka aneh banget daftar pakai ktp aja pernah suruh verifikasi muka lapor gabisa seribet login gojek sekarang balas admin login ae kaga min gimana klik tombol bantu,1
map nya terlalu kacaukasian driver nya kalo cara nya sprt bos maaf aku kasih bintang 1 baik,1
lama nya minta ampun driver nya mandi dulu lah minta tambah pit lambat ampun deh,1
rasa sangat bantu nya kamu si hijau aku butuh jalan kamu selalu,1
kalo driver laku henti dulu chat kadang driver main cancel komunikasi lama nunggu eh cancel ngeselin,1
sampe sekarang keinget pas sen go car mo rumah sakit pas mo bayar tidak mau driver nya baik makasih dah membantusehat smoga rejeki limpah jeneng pak sopir,0
apk sering tidak didownload padahal apk bagus pihak gojek baik,1
waktu aplikasi sering tidak sesuai waktu asli padahal pakai gojek express lama nya sama gojek reguler,1
bukan memeberikan baik buat guna malah guna peras ada fitur cari driver jek jek,1
maxim sukabumi banyak nawar harga tentu mohon ada nilai driver lebih rinci tidak oknum,1
jauh kalau urus ojek online pakai gojek malas buat cobacoba deh pernah gantiganti jauh pernah alam buruk bismillah moga terus,1
turun kan ongkos terlalumahal selalu update lokasi bannyak lokasi tidak keluar cari padahal gps aktif,1
assalamualaikum sy sdh lama guna gojek online bnyk pd nya kalau nya hny 1 krn tdk apa dibuatdilakukan hamba bs aamiin yra,1
driver kalo oderan malam selalu ngancem castamer daerah jatiasih sekitar mau ramein ama driver maxim mau ramein rumah castamer nya pusat maxim tindak lanjutin daerah jatiasih sekitar,1
tak kalah sama aplikasi belah saran aja ni radius pioritas 115 km cs sanggup nunggu buat driver bensin tidak boros,1
hai gojek minta muncul fitur hapus riwayat transaksi karna rasa sangat rugi akibat riwayat transaksi lihat buat hapus riwayat transaksi lebih sulit verivikasi sidik jari wajah bagai gojek sangat minta,1
admin gocar nya ngasih nya jauh jauhwkwkkw mbok ngasih jgn jauh jauhkasian driver nya tumpang butuh waktu maaf bintang 1 buat aplikasi,1
sangat bantu tidak tahu arah jalan jalan mengasikkan kemudi ramah sangat bantu erti navigasi arah jalan,1
trmksh grab bantu jalan terus tingkat layan langgan nyaman aman tunggu diskon2,1
aplikasi grab driver nya sih suka cancel semua ditungguin lama gamau cancel tpi tidak dtg bikin emosi semua akhir driver,1
puas banget pakai maxim tengah malem butuh ojek susah buat login bertele2 maxim lgsg pesan driver lgsg dpet tunggu lama driver good banget buat mantau posisi driver keren banget ngerasa aman mesenin org dekat ojol maxim,1
apk bobrok capek banget kalo mau cancel sulit banget padahal laper dikerjain sm toko nyata tetap sama driver slowresp,1
masa bayar gabisa aju beku 1tahunn parahh bgtt tolongg diubahh bijak pdhal penguna lama gojek merasaa kecewa sekarang,1
apk makin lama makin tidak jelas khusus driver semua malas sombong dekil kaya orang tidak niat cari rejeki heran,1
sedih tiba tiba tidak pakai aplikasi nya deteksi pakai tidak biasa alas tidak jelas kurang perinci padahal lama gojek sangat bantu,1
daftar baru nya sungguh ribet ngeselin masukin no telp via whatsapp sms gilir buka no otp nya aplikasi gojek nya keluar tidak jelas,1
rute jalan lebih perhati ngga jarang driver justru arah lewat rute jauh sampe muter,1
guna gojek 7th terimakasih gojek mudah hari note tingkat ramah tamah driver,1
nyari bokingan lama padahal driver nya nongkrong ramean masa kaga satu acc,1
minta cansel siapa kena blokir siapa oon banyak2 driver dekat malah d kasih jauh terus,1
susah driver area malang timur tambahin driver kota malang admin,1
kasihan driver kena potong nya gede banget lah kasihan mitra driver nya perhati sejahtera,1
sangat sulit cari driver jam 5 pagi jadi telat mau sekolah sekali nya driver kasih nya driver posisi nya jauh banget mohon pihak gojek baik karna sangat menggangu aktivitas hari makasih,1
driver sangat membantutapi kasi omset buat driver terlalu kecil moga pihak grab sering kasih bonus buat driver,1
baik drivermu masak banyak driver deteksi satu tidak mau ambil padahal up 10,1
uninstall gojek terlalu ras mitra modal aplikasi ngeruk untung mitra besar nya ngadain promo voucher beban mitra nya aplikasi sangat langgar atur asas manusia kiamat karna hemat,1
jauh driver baik ramah terimakasih driver maxim atas alam hidup sangat arti skali trimakasih,1
update peta nya bagus kalau peeubahan lgsg apdet peta nya drpd app belah cmn promo nya kurang terus baik gojek,1
suka banget sama gojek bahasa nya ngga baku jadi neng sen apa gojek kalo adain diskon ongkir hari hehehe,1
murah driver ramah sesuai sop tingkat perhati driver karna juang nafkah keluarga,1
bingung deh soal algoritma program paramer gimana tidak dapat driver sesuai tenggat waktu harus batal lah kalo sampe nunggu sampe driver nunggu lama,1
akun grab nya tibatiba keluar tidak guna padahal mesen grabcar gabisa cek lokasi driver sampe,0
gojek bom mampu buat titik map benar aplikasi bodoh banget ngawur terus selisih mulu sama driver gara gara apk gojek,1
jam nunggu pas dapet driver diem lama tidak chat terus cancel gitu terus satu jam,0
slama gojek selalu bantu sy dng cepat tepat waktu jarang mbleset driver amanah tengkyu gojek,1
jelek bngt sumpah kalo ujan driver nya manja kalo dapet nya minta cancel kecewa banget padahal guna lama loh gimna sih,1
driver mobil mxim pads tidak profesional apa kalau ujan apa jauh deket aja tidak mau ambil malah ngomonhin tarif kalau mau mahal jangan maxim langgan ngerti kalau driver bener ma aplikas telek,1
4x download apk gojek pas vermuk selalu gagalsmpai bosen q download hapus download hapus smpai 4x mau masuk aja kok susah skli,0
saran maju 2025 tambah fitur pilih khusu gojek perempuan ibu ibu kalau mau pergi bonceng nyaman sama wanita lebih mahal yo tidak papa kalau milih gojek wanita karna cari nyaman,1
biaya pantas driver baik sabar ramah cepat supel mobil bagus,1
peta aplikasi sering delayed jadi pantau kendara pes jadi sangat sulit tidak bantu arah driver tidak kesasar,0
pakai grab lama sekali lama okok sajatapi tidak pernah suka kalo driver cewe karna sangat tidak sefty kemudi pilih rutecara kemudi sangat sangat membahayansaran kalau stiap pesan grab kalo jangan kasih cewe,1
tlong dong tau gmn cara bayar tunai tidak pakai coba ulang kali tidak,0
sangat kecewa sekarang cari driver mobil xl sangat susah banyak ta brp orng kalau jwb 5 langsung minta cancel padhl gocar nya tipe xl,0
terimakasih abang anterin bapa abang nya ramah humoris lancar terus rezeki bangg,1
mohon yaa maxim lebih baik lambat mau kampus ehh maxim cari laksana dekat 2 jam nunggu minimal bgusin kek ksih bintang 1,0
gojek bagus rekan pinjol sangat tidak etika tagih baru telat hari cara nagih olah nasabah tidak mau bayar padahal cicil dua 3x cicil cara takut nakuti nasabah,1
dapat subyektif pihak kelola app laku dgn diskriminatif tdk memberika layan baik seprti costumer moga masuk dpt jadi bahan evaluasi maju app moga driver costumer baca selalu sehat sukses,1
kalau driver grabcar jngan enak nya dong nunggu lama selalu cancel sma driver nya enak nya sajaa selaluu gtuu,1
aplikasi tidak d serta lapor darurat sulit laku adun atas tindak langgar mungkin laku driver2 nakal,0
bagus sih sebener cuman mohon erti buyyerdriver lai kritik baik penting semua mohon respo developer jadi jangan diam robot habis baterai,1
driver songong nunggu tengah jam pas mau dket lokasi jemput malah batal buru malah batalin terus kalau tidak niat jadi driver gausah deh,1
bagus sih manus tidak semua kota gojek contoh samosir tempat ramai gitu kok gojek,0
hallo grab terima kasih diskon banyak cuman map nya baik driver sdh sampe depan rumah tqpi d map driver d tengah jaln,0
min kan gojek donk apa gocar daerah entikong soal nya tidak satu gojek sini kalau laris soal satu,1
aplikasi bagus driver aja tidak jelas pd suka cancel heran banget kalau kagak mau kerja y tidak usah aktif akun cancel mulu buat gojek seleksi driver,1
alhamdulilah ramah banget mau tolong tumpang nyh bangus banget makasih pak mau tolong keluarga ku,1
jauh guna gojek c baik yah harap depan makin baik,1
min mohon bantu nya tidk login akun taxse driver sayasoal nomer hp sya tidak aktif,0
murah cmn lebih nyebelin dr gojek kalau tidak mau nerima jgn d terima nunggu driver g gerak2,1
2 minggu gagal vermuk email sampe penuh lapor gojek semua mau traksansi susah email gada selesai bales gitu2 aja konyol,0
bpk sabar baik tunggu ank sy jauh dr kotake bekas muter2 nyari ank driver handal top banget,1
sangat membantudi mau pergi kemana2 pas tidak kendara d rumah tarif nya jangkau,0
sering banget driver gocar minta cancel rugi nunggu lama tidak mau pickup kalau customer cancel dapet makin lama biasa harus minta cncel customer kena banned kasih optional biar tidak rugi customer,1
akibat fitur layan jadi tidak ramah cuma telat satu menit ngambil garagara panggil dulu malah dimarahin sama ojol depan orang ramai,1
kak kok gabisa buat pesenpadahal baru download tab nya support app gojek baru sen 7 tahun lalu sen bantu waktu masuk app gojek malah putih doang,0
ongkos murah driver aneh2 minta cancel cancel nyata driver datang minta offline,0
pernah dapet driver nama ardiansyah bandara tuju apartement kalibata driver nya baik sekali ramah sangat bantu,1
aplikasi boncos tarif minimum sentuh 10200 layan gocar kau kira apa mobil pribadi kau harga segitu jek mafia banget kau aplikasi laknat,1
padahal lama pakai syg banget alih belah guna lama makin lama malah makin mahal tarif mungkin kasih guna lama voucher sekali teman baru pakai dapet voucher besar mungkin marketing emg gitu yaa sedih aja sii,1
aplikasi tidak masa waktu hujan pesan gojekgocar tidak padahal map lho gojekgocar tidak jauh lokasi mesan bener aplikasi tidak,0
orang ramah sosial sangat tinggi jamin puas kalian kalo ketemu driver kayak mbaknyamakasih mbak,1
biaya aplikasi 25k pas sampe jd 29k aplikasi driver isi e wallet lama masuk isi 26k masuk cuma 22k perdana nyoba maxim kesan pertama langsung bikin kecewa,0
driver sangat lama layan cs tidak estimasi waktu tidak driver tidak ubah tidak guna enggak baikin dulu lah sistem nya buat nyaman customer,1
baik sih cm apa rute harus legowo juang jgn ngedumel dulu jalan sempit bnyak kelok lah padahal siap byr lebih itudan jalan sering lalu car online,1
lama langgan gojek puas sayang sekarang tarif mahal banding aplikasi smoga langgan setia sering kasih bonus,1
liatt baik baik anjeng tuju tidak sampe kilo masa ongkos sama jarak 5 kilo kalo kek gin siapa mau pakai goride mending gocarr lah selisih cuma 3 rebu,0
evaluasi mapgps tadi hubung driver jauh melulu lebih 10 kali,0
aku pakai maxim awal smp kurang lebih 4 tahun bagus banget drivers nya baik baik,1
driver tidak sopan bicara tidak wajar nya ngejugde sebut buta padahal nunggu 20 menit malu tempat ramai bentak2 sangat kecewa padahal sya guna maxim cukup lama benar2 lewat sangat tidak rekomen,1
gojek sekarang pakai akun baru biasa suka voucher voucher goride sekarang tidak gilir alih gocar 2 voucher pas gilir buka voucher nyata tidak voucher bug baik lah,0
bayar mahal banyak driver bilang nerima cuma 5 rb sen goride driver depan mata banyak online dapat jauh jauh terus gojek gojek makin tidak fungsional,0
mohon maaf pindah toko belah selisih lumayan skrg gojek harga naiklebih mahal toko belah padahal sering banget pakai hari pp pakai ojek terus,0
gila harga aplikasi belah jauh lebih murah ramah sini harga edunn banget diskon sedikit padahal lama banget pakai gojek setia sekali,0
beli tidak batal padahal minta bantu beberapa kali gojek alas sama tidak masuk akal,1
driver maxim jorok sesuai titik bilang ny tidak sesuai titik gilir kasih tau aplikasi customer mla driver nya diem,1
boking driver tera aplikasi harga sampe tuju cuma 16 ribu 3 orangsudah smpai tuju minta 30rbu kata per orang 10rbu andai aplikasi ters jujur manusia jdi tukang driver apa daya mau minta sma siapa,0
kadng cepet pdsan gojek tp kdng kalau samapi krena bawa ank suka tolak ojol kadang suka sebel am gojek menfing maxim,1
senang banget naik gojek seru senang terima kasih gojek sering kasih promo promo banyak banyak ayo coba gojek kawan kawan seru promo,1
kalau maxim motor sih mantaap banget kalau maxim mobil kurang baik kadang milih argo jarak jemput suka banget cancel tidak jelas driver baik jasa maxim driver mobil,1
gojek ngebug sen malah tidak keluar notif histori tidak keluar map driver tidak cuma keluar transaksi uang,0
dlu pernh pakai aplikasi gojek bagus layan sekarg mendownload nya dlu hp syg hilang,1
pilih jemput lobi supir g mau lobi makin turun rating pilih 2 tuju aplikasi bandara juanda kata tidak 2 tuju,0
turun kan ongkos akhir akhir ongkos gojek samgat mahal sepi tumpang sekarang wajar terlalu mahal,1
baaiik banget bapak nya ramah lebih murah aplikasi dri aplikasi ojek,1
pelaya mantep aku guna gojek alih maxim overall aku puas banget sama layan maxim,1
kasi banget upah driver nya cuman bayar goceng alias 5rb padahal sya bayar 22 rb ongkir kapitalisme banget aplikasi tidak manusia wi potong an driver hampir 75 bukan 20 pa hancur,1
tarif mahal tidak sesuai kendara bikin tidak nyaman kotor ac panas mau cari alamat tidak lengkap,1
sedih akun tuduh salah promo promo akun hilang padahal teman login lalu ponsel aplikasi gojek hp mes makan tidak masalah tidak buat akun pu satu akun,0
b1 nyala bos qu apk gojek sekarang cuma bikin akaln raup untung besar tidak tingkat layan peras driver nya tidak pantas sebut gojek karya anak bangsa,1
kalo tidak gojek mungkin selalu jebak macet telat masuk kerjatpi semenjak pakai gojek aktifitas lancar tidak pernah lambat kerja terimakasih gojek,1
lebih seleksi driver mikir pu attitude sopan santun kasi pinalty batalin pihak konfirmasi,1
akhir sy kalo sen grab kasih kemudi jauh banget gitu cari lama banget jd selalu buat sy telat kerja potong gaji,1
kasih driver jauh terus driver grab sebrang jalan banyak tidak ngerti lgi sama apk,1
nyoba sistem maxim wallet isi pertama kali guna bank besar 30 output keluar malah 270 siapa ngambil terang cara bayar tidak biaya admin lebih parah banyak drive tolak guna maxim wallet alas sistem sedang eror,0
beri lapor beberapa hari lalu kait layan driver tindak lanjut hari,0
sangat bantu juara sekali ramah tahan driver si minta cancel minta tambah biaya malah nggk mau si bayar sama2 jual online,1
males ngawur email 30 akun terang pakai semua padahal tidak pernah nyentuh gojek sekali login dulu tidak pakai email malah pakai email pu orang benerin tidak,0
aplikasi tidak manusiawi driver langgan bayar full terima driver cuman 50 ribu potong driver capai 50,1
baik tarifargo nya adil buat driver customer baik sistem maps nya mudah paham,1
makin kesini makin buruk kualitas layan tidak banding harga bayar lebih parah driver nyata terima jauh beda bayar,1
kalau pesan gocar ad diskon pad nd sopan nd sopan suka cancel customer enak tegur,1
guna gojek lebih 2 tahun baru kali 3 bulan turut kagaada voucher sama sekali kalo kaga beli padahal tiap hari selalu pakai gojek lohh admin ayo mana kode promo masa iya 3 bukan kaga promo sama sekali,0
mahal cari driver susah trs bnyak driver kurang sopan akun jadi ank sultan saking lama sering pke gojek stelah hapir 6 thnan putus pindah grab krna tidak enak pke gojek,1
suka bngt pakai apk pihak gojek data mobil motor driver langgan pesan comfort xl beneran jangan malah kasih tidak sesuai kecil sedikit kecewa,0
terlalu penting custumer suami g narik minggu krn bintang 1 customermemang minggu g mkn g jajan apa anak2 dunk gojek jgn main suspen minimal diskusi dl,1
terlalu banyak kecewa nya pergi tempat wisata padahal deket stasiun tidak pick up padahal maps nya banyak driver,0
buat sistem blokir driver tdk ketemu driver rasa kurang sopan,1
hai min mau komplen yaa sekarang gojek tuh susah banget dpet drivernyaa tidak kayak dulu langsung cepet dpet sekarang bahkan sampe 30 menit dpet drivernyaa mohon baik kendala terimakasih,0
bugs apk nya baik donk 3 kali jadi jemput nya doubel kasihan driver nya,0
driver cancel depan mata lobby bahkan sudar teriakteriak panggil driver sebut bantu orangorang tunggu jemput ntah konsekuensi tidak pihak grab,0
seperti dept colector pinjam online mulai pakai fitur chat gojek menerror guna akunjujur memang guna pinjam online jatuh tempo 3 hari biasa sdh ditagihsekarang dc mulai guna fitur chat gojek,1
gojek lebih baik oke thank you buat promo2 nya gojek jaya terus layan konsumen mitra,1
kalo sen selalu cancle sampe 5x loh buru buru gojek,0
lama sy pakai grab sih oke2 sj baik map nya rute jalan arah jalan benar yaa jangan arah jalan alternatif map nya ikan banyak reward buat kemudi kan potong ongkos gede,1
langgan setia grabkarna kemana2 naik grabgrab sangat bantu sy tarif tdk mahalkebanyakan sy ksh bintang 5 tp sekal sy ksh bintang 1 sepwrti barusan driver chat dgn kata2 kurang pantasmohon ditindaklanjuti,1
fitur one tap baik hapus kadang user tahu tekan tombol gojek langsung ter pesan awal cek promo jadi pes gojek,0
jangan beri ruang saing mu jadi diri nomer 1 indonesia jek stay in gojek arah sedikit kurang pasu kantong pribadi jadi senantiasa costumer lebih murah dapat jalan lebih baik aman nyaman,1
enggaak banget masa kata cari laksana dekat kok nga tolak semua,0
tolong grabcar xl nyala grabcar new plus terlalu mahal tengah grabcar xl kembali dear pt grab indonesia,1
buat fitur foto shg langgan kirim lokasi akurat driver sprti gab gek kasi cari2an terimakasih,1
mahal kalo jauh kota tak driver grab pu orang malaysia mending pakai hijau belah,1
very good tahan tarif murah 75009500 lama bulan sangat bantu cari uang hemat biaya transportasi,0
apk gojek langgan notif chat tidak muncul biasa warna merah muncul pojok kanan atas chat kemudian pesan gojek lama betul pedahal pesan driver malah jauh dapet,0
